"iditem_liquidacion_final"|"fecha_creado"|"creado_por"|"orden"|"descripcion"|"comprobante_nro"|"total_guarani"|"sin_iva"|"solo_iva"|"fk_idliquidacion_final"|"fk_idcomprobante_liquidacion"
5572|"2023-01-19 10:19:52.15"|"5-Angel Rios "|18|"GASTO ADMIN."|"x"|0|0|0|345|17
5573|"2023-01-26 11:08:46.277"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23030IC04000797R"|8613866|8613866|0|346|2
5574|"2023-01-26 11:08:46.284"|"5-Angel Rios "|2|"INDI"|"23030IC04000797R"|68663|68663|0|346|3
5575|"2023-01-26 11:08:46.284"|"5-Angel Rios "|3|"I.S.C."|"23030IC04000797R"|0|0|0|346|4
5576|"2023-01-26 11:08:46.294"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23030IC04000797R"|0|0|0|346|33
5577|"2023-01-26 11:08:46.305"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23030IC04000797R"|506433|506433|0|346|5
5578|"2023-01-26 11:08:46.315"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23030IC04000797R"|445826|445826|0|346|38
5579|"2023-01-26 11:08:46.325"|"5-Angel Rios "|6|"I.V.A."|"23030IC04000797R"|11145649|0|11145649|346|8
5580|"2023-01-26 11:08:46.334"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23030IC04000797R"|371640|371640|0|346|35
5581|"2023-01-26 11:08:46.334"|"5-Angel Rios "|7|"CANON INFORMATICO"|"x"|250000|250000|0|346|9
5582|"2023-01-26 11:08:46.345"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"x"|0|0|0|346|13
5583|"2023-01-26 11:08:46.354"|"5-Angel Rios "|9|"FOTOCOPIAS"|"x"|0|0|0|346|12
5584|"2023-01-26 11:08:46.37"|"5-Angel Rios "|10|"TASA PORTUARIA"|"x"|0|0|0|346|14
5585|"2023-01-26 11:08:46.375"|"5-Angel Rios "|11|"CDAP PAGOS"|"x"|0|0|0|346|27
5586|"2023-01-26 11:08:46.385"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|346|11
5587|"2023-01-26 11:08:46.385"|"5-Angel Rios "|13|"VISACION MRE"|"x"|0|0|0|346|28
5588|"2023-01-26 11:08:46.395"|"5-Angel Rios "|14|"CDAP PAGOS"|"x"|0|0|0|346|27
5589|"2023-01-26 11:08:46.404"|"5-Angel Rios "|15|"VISACION CONSUL"|"x"|0|0|0|346|15
5590|"2023-01-26 11:08:46.404"|"5-Angel Rios "|16|"HON. DESP. S/ LEY 220/93"|"x"|0|0|0|346|16
5591|"2023-01-26 11:08:46.415"|"5-Angel Rios "|17|"GASTO ADMIN."|"x"|0|0|0|346|17
5592|"2023-01-26 11:08:46.425"|"5-Angel Rios "|18|"GASTO ADMIN."|"x"|0|0|0|346|17
5593|"2023-01-26 11:08:46.435"|"5-Angel Rios "|19|"GASTO ADMIN."|"x"|0|0|0|346|17
5594|"2023-01-27 08:41:25.423"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23005IC04001270G"|0|0|0|347|2
5595|"2023-01-27 08:41:25.439"|"5-Angel Rios "|2|"INDI"|"23005IC04001270G"|28630|28630|0|347|3
5596|"2023-01-27 08:41:25.448"|"5-Angel Rios "|3|"I.S.C."|"23005IC04001270G"|0|0|0|347|4
5597|"2023-01-27 08:41:25.479"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23005IC04001270G"|0|0|0|347|33
5598|"2023-01-27 08:41:25.495"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23005IC04001270G"|3909009|3909009|0|347|5
5599|"2023-01-27 08:41:25.495"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23005IC04001270G"|3144593|3144593|0|347|38
5600|"2023-01-27 08:41:25.526"|"5-Angel Rios "|6|"I.V.A."|"23005IC04001270G"|78614832|0|78614832|347|8
5601|"2023-01-27 08:41:25.526"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23005IC04001270G"|0|0|0|347|35
5602|"2023-01-27 08:41:25.548"|"5-Angel Rios "|7|"CANON INFORMATICO"|"6228744"|245222|245222|0|347|9
5603|"2023-01-27 08:41:25.564"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"x"|0|0|0|347|13
5604|"2023-01-27 08:41:25.564"|"5-Angel Rios "|9|"FOTOCOPIAS"|"001-002-0018992"|70000|63636|6363|347|12
5605|"2023-01-27 08:41:25.58"|"5-Angel Rios "|10|"TASA PORTUARIA"|"002-001-0016661"|3566352|3242138|324213|347|14
5606|"2023-01-27 08:41:25.58"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-025-0024480"|7438|6761|676|347|27
5607|"2023-01-27 08:41:25.595"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"001-004-0189292"|88909|80826|8082|347|11
5608|"2023-01-27 08:41:25.595"|"5-Angel Rios "|13|"VISACION MRE"|"x"|0|0|0|347|28
5609|"2023-01-27 08:41:25.611"|"5-Angel Rios "|14|"CDAP PAGOS"|"x"|0|0|0|347|27
5610|"2023-01-27 08:41:25.611"|"5-Angel Rios "|15|"VISACION CONSUL"|"03149344/45/46/47"|840000|840000|0|347|15
5611|"2023-01-27 08:41:25.626"|"5-Angel Rios "|16|"HON. DESP. S/ LEY 220/93"|"001-001-0002191"|5514954|5013594|501359|347|16
5612|"2023-01-27 08:41:25.626"|"5-Angel Rios "|17|"GASTO ADMIN."|"x"|0|0|0|347|17
5613|"2023-01-27 08:41:25.642"|"5-Angel Rios "|18|"GASTO ADMIN."|"x"|0|0|0|347|17
5614|"2023-01-27 08:41:25.649"|"5-Angel Rios "|19|"GASTO ADMIN."|"x"|0|0|0|347|17
5615|"2023-01-27 08:59:02.509"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23005IC04001533X"|291396|291396|0|348|2
5616|"2023-01-27 08:59:02.515"|"5-Angel Rios "|2|"INDI"|"23005IC04001533X"|28489|28489|0|348|3
5617|"2023-01-27 08:59:02.518"|"5-Angel Rios "|3|"I.S.C."|"23005IC04001533X"|10921|10921|0|348|4
5618|"2023-01-27 08:59:02.518"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23005IC04001533X"|0|0|0|348|33
5619|"2023-01-27 08:59:02.534"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23005IC04001533X"|283904|283904|0|348|5
5620|"2023-01-27 08:59:02.534"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23005IC04001533X"|231210|231210|0|348|38
5621|"2023-01-27 08:59:02.55"|"5-Angel Rios "|6|"I.V.A."|"23005IC04001533X"|5780252|0|5780252|348|8
5622|"2023-01-27 08:59:02.55"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23005IC04001533X"|0|0|0|348|35
5623|"2023-01-27 08:59:02.55"|"5-Angel Rios "|7|"CANON INFORMATICO"|"6243253"|245222|245222|0|348|9
5624|"2023-01-27 08:59:02.565"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"x"|0|0|0|348|13
5625|"2023-01-27 08:59:02.575"|"5-Angel Rios "|9|"FOTOCOPIAS"|"001-002-0018993"|100000|90909|9090|348|12
5626|"2023-01-27 08:59:02.575"|"5-Angel Rios "|10|"TASA PORTUARIA"|"002-001-0017669"|359374|326703|32670|348|14
5627|"2023-01-27 08:59:02.575"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-025-0026473"|7379|6708|670|348|27
5628|"2023-01-27 08:59:02.59"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"001-004-0191283"|8984|8167|816|348|11
5629|"2023-01-27 08:59:02.59"|"5-Angel Rios "|13|"VISACION MRE"|"2300003432"|490445|490445|0|348|28
5630|"2023-01-27 08:59:02.606"|"5-Angel Rios "|14|"CDAP PAGOS"|"001-024-0027168"|10000|9090|909|348|27
5631|"2023-01-27 08:59:02.606"|"5-Angel Rios "|15|"VISACION CONSUL"|"x"|0|0|0|348|15
5632|"2023-01-27 08:59:02.621"|"5-Angel Rios "|16|"HON. DESP. S/ LEY 220/93"|"001-001-0002192"|2028671|1844246|184424|348|16
5633|"2023-01-30 11:38:27.874"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23030IC04000797R"|8613866|8613866|0|349|2
5634|"2023-01-30 11:38:27.887"|"5-Angel Rios "|2|"INDI"|"23030IC04000797R"|68663|68663|0|349|3
5635|"2023-01-30 11:38:27.892"|"5-Angel Rios "|3|"I.S.C."|"23030IC04000797R"|0|0|0|349|4
5636|"2023-01-30 11:38:27.902"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23030IC04000797R"|0|0|0|349|33
5637|"2023-01-30 11:38:27.91"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23030IC04000797R"|506433|506433|0|349|5
5638|"2023-01-30 11:38:27.919"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23030IC04000797R"|445826|445826|0|349|38
5639|"2023-01-30 11:38:27.922"|"5-Angel Rios "|6|"I.V.A."|"23030IC04000797R"|11145649|0|11145649|349|8
5640|"2023-01-30 11:38:27.93"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23030IC04000797R"|371640|371640|0|349|35
5641|"2023-01-30 11:38:27.941"|"5-Angel Rios "|7|"CANON INFORMATICO"|"23030IC04000797R"|250000|250000|0|349|9
5642|"2023-01-30 11:38:27.951"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"x"|0|0|0|349|13
5643|"2023-01-30 11:38:27.959"|"5-Angel Rios "|9|"FOTOCOPIAS"|"001-001-0057126"|48000|43636|4363|349|12
5644|"2023-01-30 11:38:27.963"|"5-Angel Rios "|10|"TASA PORTUARIA"|"001-004-0002684"|3344756|3040687|304068|349|14
5645|"2023-01-30 11:38:27.972"|"5-Angel Rios "|11|"CDAP PAGOS"|"x"|0|0|0|349|27
5646|"2023-01-30 11:38:27.98"|"5-Angel Rios "|12|"FLETE INTERNO "|"001-001-0000913"|330000|300000|30000|349|11
5647|"2023-01-30 11:38:27.986"|"5-Angel Rios "|13|"VISACION MRE"|"1188319"|980890|980890|0|349|28
5648|"2023-01-30 11:38:27.992"|"5-Angel Rios "|14|"CDAP PAGOS"|"001-024-0023350"|10000|9090|909|349|27
5649|"2023-01-30 11:38:28.002"|"5-Angel Rios "|15|"VISACION CONSUL"|"x"|0|0|0|349|15
5650|"2023-01-30 11:38:28.01"|"5-Angel Rios "|16|"HON. DESP. S/ LEY 220/93"|"001-001-0002193"|2945764|2677967|267796|349|16
5651|"2023-01-30 11:38:28.017"|"5-Angel Rios "|17|"GASTO ADMIN."|"x"|0|0|0|349|17
5652|"2023-01-30 14:11:02.04"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23038IC04000560N"|84340101|84340101|0|350|2
5653|"2023-01-30 14:11:02.045"|"5-Angel Rios "|2|"INDI"|"23038IC04000560N"|68662|68662|0|350|3
5654|"2023-01-30 14:11:02.053"|"5-Angel Rios "|3|"I.S.C."|"23038IC04000560N"|4804323|4804323|0|350|4
5655|"2023-01-30 14:11:02.059"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23038IC04000560N"|0|0|0|350|33
5656|"2023-01-30 14:11:02.064"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23038IC04000560N"|4962951|4962951|0|350|5
5657|"2023-01-30 14:11:02.068"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23038IC04000560N"|4350988|4350988|0|350|38
5658|"2023-01-30 14:11:02.077"|"5-Angel Rios "|6|"I.V.A."|"23038IC04000560N"|108774703|0|108774703|350|8
5659|"2023-01-30 14:11:02.084"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23038IC04000560N"|369629|369629|0|350|35
5660|"2023-01-30 14:11:02.089"|"5-Angel Rios "|7|"CANON INFORMATICO"|"6250512"|245222|245222|0|350|9
5661|"2023-01-30 14:11:02.097"|"5-Angel Rios "|8|"TASA INT. ADUANERA"|"6250512"|369629|369629|0|350|13
5662|"2023-01-30 14:11:02.107"|"5-Angel Rios "|9|"FOTOCOPIAS"|"002-002-0003806"|54800|49818|4981|350|12
5663|"2023-01-30 14:11:02.115"|"5-Angel Rios "|10|"TASA PORTUARIA"|"002-008-0000173"|1477080|1342800|134280|350|14
5664|"2023-01-30 14:11:02.139"|"5-Angel Rios "|11|"MOPC"|"1193200"|49045|44586|4458|350|27
5665|"2023-01-30 14:11:02.143"|"5-Angel Rios "|12|"CDAP PAGOS "|"001-024-0027915"|10000|9090|909|350|11
5666|"2023-01-30 14:11:02.153"|"5-Angel Rios "|13|"VISACION MRE"|"1193039"|980890|980890|0|350|28
5667|"2023-01-30 14:11:02.16"|"5-Angel Rios "|14|"CDAP PAGOS"|"001-024-0027913"|10000|9090|909|350|27
5668|"2023-01-30 14:11:02.164"|"5-Angel Rios "|15|"VISACION CONSUL"|"x"|0|0|0|350|15
5669|"2023-01-30 14:11:02.177"|"5-Angel Rios "|16|"HON. DESP. S/ LEY 220/93"|"001-001-0002194"|6355547|5777770|577777|350|16
5670|"2023-01-30 14:11:02.181"|"5-Angel Rios "|17|"GASTO ADMIN."|"001-001-0000317"|660000|600000|60000|350|17
5671|"2023-01-30 14:37:18.09"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23038IC04000560N"|84340101|84340101|0|351|2
5672|"2023-01-30 14:37:18.096"|"5-Angel Rios "|2|"INDI"|"23038IC04000560N"|68662|68662|0|351|3
5673|"2023-01-30 14:37:18.101"|"5-Angel Rios "|3|"I.S.C."|"23038IC04000560N"|4804323|4804323|0|351|4
5674|"2023-01-30 14:37:18.108"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23038IC04000560N"|0|0|0|351|33
5675|"2023-01-30 14:37:18.114"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23038IC04000560N"|4962951|4962951|0|351|5
5676|"2023-01-30 14:37:18.122"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23038IC04000560N"|4350988|4350988|0|351|38
5677|"2023-01-30 14:37:18.129"|"5-Angel Rios "|6|"I.V.A."|"23038IC04000560N"|108774703|0|108774703|351|8
5678|"2023-01-30 14:37:18.133"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23038IC04000560N"|369629|369629|0|351|35
5679|"2023-01-30 14:37:18.142"|"5-Angel Rios "|7|"CANON INFORMATICO"|"6250512"|245222|245222|0|351|9
5680|"2023-01-30 14:37:18.165"|"5-Angel Rios "|8|"TASA INT. ADUANERA"|"6250512"|369629|369629|0|351|13
5681|"2023-01-30 14:37:18.187"|"5-Angel Rios "|9|"FOTOCOPIAS"|"002-002-0003806"|54800|49818|4981|351|12
5682|"2023-01-30 14:37:18.193"|"5-Angel Rios "|10|"TASA PORTUARIA"|"002-008-0000173"|1477080|1342800|134280|351|14
5683|"2023-01-30 14:37:18.201"|"5-Angel Rios "|11|"MOPC"|"1193200"|49045|44586|4458|351|27
5684|"2023-01-30 14:37:18.211"|"5-Angel Rios "|12|"CDAP PAGOS "|"001-024-0027915"|10000|9090|909|351|11
5685|"2023-01-30 14:37:18.215"|"5-Angel Rios "|13|"VISACION MRE"|"1193039"|980890|980890|0|351|28
5686|"2023-01-30 14:37:18.224"|"5-Angel Rios "|14|"CDAP PAGOS"|"001-024-0027913"|10000|9090|909|351|27
5687|"2023-01-30 14:37:18.23"|"5-Angel Rios "|15|"VISACION CONSUL"|"x"|0|0|0|351|15
5688|"2023-01-30 14:37:18.235"|"5-Angel Rios "|16|"HON. DESP. S/ LEY 220/93"|"001-001-0002194"|6355547|5777770|577777|351|16
5689|"2023-01-30 14:37:18.241"|"5-Angel Rios "|17|"GASTO ADMIN."|"001-001-0000317"|660000|600000|60000|351|17
5690|"2023-02-08 10:28:37.931"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23005IC04002151F"|39293|39293|0|352|2
5691|"2023-02-08 10:28:37.94"|"5-Angel Rios "|2|"INDI"|"23005IC04002151F"|28491|28491|0|352|3
5692|"2023-02-08 10:28:37.953"|"5-Angel Rios "|3|"I.S.C."|"23005IC04002151F"|0|0|0|352|4
5693|"2023-02-08 10:28:37.967"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23005IC04002151F"|0|0|0|352|33
5694|"2023-02-08 10:28:37.979"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23005IC04002151F"|265612|265612|0|352|5
5695|"2023-02-08 10:28:37.997"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23005IC04002151F"|215451|215451|0|352|38
5696|"2023-02-08 10:28:38.025"|"5-Angel Rios "|6|"I.V.A."|"23005IC04002151F"|5386264|0|5386264|352|8
5697|"2023-02-08 10:28:38.04"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23005IC04002151F"|0|0|0|352|35
5698|"2023-02-08 10:28:38.064"|"5-Angel Rios "|7|"CANON INFORMATICO"|"6375963"|245222|245222|0|352|9
5699|"2023-02-08 10:28:38.08"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"001-002-0003395"|200000|181818|18181|352|13
5700|"2023-02-08 10:28:38.095"|"5-Angel Rios "|9|"FOTOCOPIAS"|"001-001-0094439"|110000|100000|10000|352|12
5701|"2023-02-08 10:28:38.106"|"5-Angel Rios "|10|"TASA PORTUARIA"|"002-001-0019807"|339252|308410|30841|352|14
5702|"2023-02-08 10:28:38.12"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-025-0030547"|7319|6653|665|352|27
5703|"2023-02-08 10:28:38.141"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"001-004-0195365"|8481|7710|771|352|11
5704|"2023-02-08 10:28:38.149"|"5-Angel Rios "|13|"VISACION MRE"|"2300004653"|490445|490445|0|352|28
5705|"2023-02-08 10:28:38.17"|"5-Angel Rios "|14|"CDAP PAGOS"|"001-024-0031022"|10000|9090|909|352|27
5706|"2023-02-08 10:28:38.178"|"5-Angel Rios "|15|"VISACION CONSUL"|"3154296/97"|260000|260000|0|352|15
5707|"2023-02-08 10:28:38.186"|"5-Angel Rios "|16|"HON. DESP. S/ LEY 220/93"|"001-001-0002901"|2187900|1989000|198900|352|16
5708|"2023-02-08 10:28:38.197"|"5-Angel Rios "|17|"GASTO ADMIN."|"x"|0|0|0|352|17
5709|"2023-02-08 10:48:56.103"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23005IC04002211C"|0|0|0|353|2
5710|"2023-02-08 10:48:56.111"|"5-Angel Rios "|2|"INDI"|"23005IC04002211C"|28490|28490|0|353|3
5711|"2023-02-08 10:48:56.116"|"5-Angel Rios "|3|"I.S.C."|"23005IC04002211C"|0|0|0|353|4
5712|"2023-02-08 10:48:56.123"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23005IC04002211C"|0|0|0|353|33
5713|"2023-02-08 10:48:56.128"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23005IC04002211C"|386530|386530|0|353|5
5714|"2023-02-08 10:48:56.133"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23005IC04002211C"|312512|312512|0|353|38
5715|"2023-02-08 10:48:56.14"|"5-Angel Rios "|6|"I.V.A."|"23005IC04002211C"|7812798|0|7812798|353|8
5716|"2023-02-08 10:48:56.148"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23005IC04002211C"|0|0|0|353|35
5717|"2023-02-08 10:48:56.155"|"5-Angel Rios "|7|"CANON INFORMATICO"|"6382015"|245222|245222|0|353|9
5718|"2023-02-08 10:48:56.161"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"001-001-0019762"|180000|163636|16363|353|13
5719|"2023-02-08 10:48:56.167"|"5-Angel Rios "|9|"FOTOCOPIAS"|"001-001-0094440"|70000|63636|6363|353|12
5720|"2023-02-08 10:48:56.174"|"5-Angel Rios "|10|"TASA PORTUARIA"|"002-001-0019996"|428263|389330|38933|353|14
5721|"2023-02-08 10:48:56.181"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-025-0030885"|7319|6653|665|353|27
5722|"2023-02-08 10:48:56.189"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"001-004-0195705"|10707|9733|973|353|11
5723|"2023-02-08 10:48:56.199"|"5-Angel Rios "|13|"VISACION MRE"|"2300004927"|490445|490445|0|353|28
5724|"2023-02-08 10:48:56.207"|"5-Angel Rios "|14|"CDAP PAGOS"|"001-024-0031494"|10000|9090|909|353|27
5725|"2023-02-08 10:48:56.212"|"5-Angel Rios "|15|"VISACION CONSUL"|"3154436/37"|260000|260000|0|353|15
5726|"2023-02-08 10:48:56.219"|"5-Angel Rios "|16|"HON. DESP. S/ LEY 220/93"|"001-001-0002902"|2478498|2253180|225318|353|16
5727|"2023-02-08 10:48:56.226"|"5-Angel Rios "|17|"GASTO ADMIN."|"x"|0|0|0|353|17
5728|"2023-02-08 11:16:50.349"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23005IC04002142F"|0|0|0|354|2
5729|"2023-02-08 11:16:50.36"|"5-Angel Rios "|2|"INDI"|"23005IC04002142F"|28490|28490|0|354|3
5730|"2023-02-08 11:16:50.368"|"5-Angel Rios "|3|"I.S.C."|"23005IC04002142F"|0|0|0|354|4
5731|"2023-02-08 11:16:50.376"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23005IC04002142F"|0|0|0|354|33
5732|"2023-02-08 11:16:50.385"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23005IC04002142F"|2471928|2471928|0|354|5
5733|"2023-02-08 11:16:50.395"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23005IC04002142F"|1989172|1989172|0|354|38
5734|"2023-02-08 11:16:50.403"|"5-Angel Rios "|6|"I.V.A."|"23005IC04002142F"|49729305|0|49729305|354|8
5735|"2023-02-08 11:16:50.412"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23005IC04002142F"|0|0|0|354|35
5736|"2023-02-08 11:16:50.429"|"5-Angel Rios "|7|"CANON INFORMATICO"|"6379067"|245222|245222|0|354|9
5737|"2023-02-08 11:16:50.441"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"x"|0|0|0|354|13
5738|"2023-02-08 11:16:50.454"|"5-Angel Rios "|9|"FOTOCOPIAS"|"001-001-0094437"|70000|63636|6363|354|12
5739|"2023-02-08 11:16:50.462"|"5-Angel Rios "|10|"TASA PORTUARIA"|"002-001-0019731"|2409901|2190819|219081|354|14
5740|"2023-02-08 11:16:50.471"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-025-0030440"|7311|6646|664|354|27
5741|"2023-02-08 11:16:50.479"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"001-004-0195257"|60248|54770|5477|354|11
5742|"2023-02-08 11:16:50.488"|"5-Angel Rios "|13|"VISACION MRE"|"1196554"|490445|490445|0|354|28
5743|"2023-02-08 11:16:50.497"|"5-Angel Rios "|14|"CDAP PAGOS"|"001-024-0030963"|10000|9090|909|354|27
5744|"2023-02-08 11:16:50.507"|"5-Angel Rios "|15|"VISACION CONSUL"|"x"|0|0|0|354|15
5745|"2023-02-08 11:16:50.515"|"5-Angel Rios "|16|"HON. DESP. S/ LEY 220/93"|"001-001-0002903"|5745473|5223157|522315|354|16
5746|"2023-02-08 11:16:50.526"|"5-Angel Rios "|17|"GASTO ADMIN."|"x"|0|0|0|354|17
5747|"2023-02-08 11:40:29.927"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23005IM04000055Z"|0|0|0|355|2
5748|"2023-02-08 11:40:29.935"|"5-Angel Rios "|2|"INDI"|"23005IM04000055Z"|0|0|0|355|3
5749|"2023-02-08 11:40:29.941"|"5-Angel Rios "|3|"I.S.C."|"23005IM04000055Z"|0|0|0|355|4
5750|"2023-02-08 11:40:29.947"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23005IM04000055Z"|0|0|0|355|33
5751|"2023-02-08 11:40:29.955"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23005IM04000055Z"|0|0|0|355|5
5752|"2023-02-08 11:40:29.96"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23005IM04000055Z"|1|1|0|355|38
5753|"2023-02-08 11:40:29.965"|"5-Angel Rios "|6|"I.V.A."|"23005IM04000055Z"|0|0|0|355|8
5754|"2023-02-08 11:40:29.972"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23005IM04000055Z"|0|0|0|355|35
5755|"2023-02-08 11:40:29.978"|"5-Angel Rios "|7|"CANON INFORMATICO"|"x"|0|0|0|355|9
5756|"2023-02-08 11:40:29.986"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"x"|0|0|0|355|13
5757|"2023-02-08 11:40:29.992"|"5-Angel Rios "|9|"FOTOCOPIAS"|"x"|0|0|0|355|12
5758|"2023-02-08 11:40:29.997"|"5-Angel Rios "|10|"TASA PORTUARIA"|"x"|0|0|0|355|14
5759|"2023-02-08 11:40:30.002"|"5-Angel Rios "|11|"CDAP PAGOS"|"x"|0|0|0|355|27
5760|"2023-02-08 11:40:30.008"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"x"|0|0|0|355|11
5761|"2023-02-08 11:40:30.013"|"5-Angel Rios "|13|"VISACION MRE"|"x"|0|0|0|355|28
5762|"2023-02-08 11:40:30.025"|"5-Angel Rios "|14|"CDAP PAGOS"|"x"|0|0|0|355|27
5764|"2023-02-08 11:40:30.039"|"5-Angel Rios "|16|"HON. DESP. S/ LEY 220/93"|"x"|0|0|0|355|16
5765|"2023-02-08 11:40:30.044"|"5-Angel Rios "|17|"GASTO ADMIN."|"x"|0|0|0|355|17
5766|"2023-02-08 11:40:30.05"|"5-Angel Rios "|18|"GASTO ADMIN."|"x"|0|0|0|355|17
5767|"2023-02-08 11:40:30.059"|"5-Angel Rios "|19|"GASTO ADMIN."|"x"|0|0|0|355|17
5768|"2023-02-08 11:41:35.971"|"5-Angel Rios "|1|"DERECHO ADUANERO"|"23005IC04002142F"|0|0|0|356|2
5769|"2023-02-08 11:41:35.985"|"5-Angel Rios "|2|"INDI"|"23005IC04002142F"|28490|28490|0|356|3
5770|"2023-02-08 11:41:36.003"|"5-Angel Rios "|3|"I.S.C."|"23005IC04002142F"|0|0|0|356|4
5771|"2023-02-08 11:41:36.01"|"5-Angel Rios "|3|"ARANC CONS FACTURA "|"23005IC04002142F"|0|0|0|356|33
5772|"2023-02-08 11:41:36.036"|"5-Angel Rios "|4|"SERVICIO DE VALORACION"|"23005IC04002142F"|2471928|2471928|0|356|5
5773|"2023-02-08 11:41:36.046"|"5-Angel Rios "|5|"IRE GENERAL 700"|"23005IC04002142F"|1989172|1989172|0|356|38
5774|"2023-02-08 11:41:36.052"|"5-Angel Rios "|6|"I.V.A."|"23005IC04002142F"|49729305|0|49729305|356|8
5775|"2023-02-08 11:41:36.058"|"5-Angel Rios "|7|"TASA INT. ADUANERA "|"23005IC04002142F"|0|0|0|356|35
5776|"2023-02-08 11:41:36.072"|"5-Angel Rios "|7|"CANON INFORMATICO"|"6379067"|245222|245222|0|356|9
5777|"2023-02-08 11:41:36.078"|"5-Angel Rios "|8|"APERTURA AG. TRANSP."|"x"|0|0|0|356|13
5778|"2023-02-08 11:41:36.09"|"5-Angel Rios "|9|"FOTOCOPIAS"|"001-001-0094437"|70000|63636|6363|356|12
5779|"2023-02-08 11:41:36.096"|"5-Angel Rios "|10|"TASA PORTUARIA"|"002-001-0019731"|2409901|2190819|219081|356|14
5780|"2023-02-08 11:41:36.104"|"5-Angel Rios "|11|"CDAP PAGOS"|"001-025-0030440"|7311|6646|664|356|27
5781|"2023-02-08 11:41:36.111"|"5-Angel Rios "|12|"SERVICIOS SOFIA / ANNP"|"001-004-0195257"|60248|54770|5477|356|11
